,act,char,title
26,Laraine Newman,Susan Rock,The Flintstones
27,Jay Leno,Bedrock's Most Wanted Host,The Flintstones
28,Alan Blumenfeld,Fred Look-A-Like,The Flintstones
29,Sam Raimi,Cliff Look-A-Like,The Flintstones
30,Messiri Freeman,Miss Stone Look-A-Like,The Flintstones
31,Alex Zimmerman,Accuser,The Flintstones
32,Tommy Terrell,Accuser,The Flintstones
33,Tabbie Brown,Accuser,The Flintstones
34,Andy Steinfeld,Aerobics Instructor,The Flintstones
35,Bradford Bryson,Foreman,The Flintstones
36,Dean Cundey,Technician,The Flintstones
37,Lita Stevens,Woman at Chevrox,The Flintstones
38,Joseph Barbera,Man in Mersandes,The Flintstones
39,William Hanna,Executive in Boardroom,The Flintstones
40,Mel Blanc,Dino,The Flintstones
41,Lena Banks,Bedrock Resident,The Flintstones
42,Monica Lee Bellais,Flower Vendor at Cavern on the Green,The Flintstones
43,Troy Christian,Cavern on the Green Dancer,The Flintstones
44,Elizabeth Daily,Bamm-Bamm Rubble,The Flintstones
45,Andrew DePalma,Neanderthal,The Flintstones
46,Adam Reeves,Bartender,The Flintstones
47,Craig Richards,Quarry Worker,The Flintstones
48,Charles Sinclair,Caveman,The Flintstones
49,Theodore Carl Soderberg,Caveman,The Flintstones
0,Tom Hanks,Forrest Gump,Forrest Gump
1,Rebecca Williams,Nurse at Park Bench,Forrest Gump
2,Sally Field,Mrs. Gump,Forrest Gump
3,Michael Conner Humphreys,Young Forrest,Forrest Gump
4,Harold G. Herthum,Doctor,Forrest Gump
5,George Kelly,Barber,Forrest Gump
6,Bob Penny,Crony,Forrest Gump
7,John Randall,Crony,Forrest Gump
8,Sam Anderson,Principal,Forrest Gump
9,Margo Moorer,Louise,Forrest Gump
10,Ione M. Telech,Elderly Woman,Forrest Gump
11,Christine Seabrook,Elderly Woman's Daughter,Forrest Gump
12,John Worsham,Southern Gentleman,Forrest Gump
13,John Worsham,Landowner,Forrest Gump
14,Peter Dobson,Young Elvis Presley,Forrest Gump
15,Siobhan Fallon Hogan,School Bus Driver,Forrest Gump
16,Alexander Zemeckis,School Bus Boy,Forrest Gump
17,Logan Livingston Gomez,School Bus Boy,Forrest Gump
18,Ben Waddel,School Bus Boy,Forrest Gump
19,Elizabeth Hanks,School Bus Girl,Forrest Gump
20,Hanna Hall,Young Jenny Curran,Forrest Gump
21,Tyler Long,Red Headed Boy,Forrest Gump
22,Christopher Jones,Boy with Cross,Forrest Gump
23,Grady Bowman,Fat Boy,Forrest Gump
24,Kevin Mangan,Jenny's Father,Forrest Gump
25,Fay Genens,Jenny's Grandmother,Forrest Gump
26,Frank Geyer,Police Chief,Forrest Gump
27,Robin Wright,Jenny Curran,Forrest Gump
28,Rob Landry,Red Headed Teen,Forrest Gump
29,Jason McGuire,Fat Teen,Forrest Gump
30,Pete Auster,Teen with Cross,Forrest Gump
31,Sonny Shroyer,College Football Coach,Forrest Gump
32,Brett Rice,High School Football Coach,Forrest Gump
33,Ed Davis,High School Football Coach,Forrest Gump
34,Daniel C. Striepeke,Recruiter,Forrest Gump
35,Bruce Lucvia,Kick Off Return Player,Forrest Gump
36,David Brisbin,Newscaster,Forrest Gump
37,Kirk Ward,Earl,Forrest Gump
38,Angela Lomas,Black Student,Forrest Gump
39,Timothy Record,Black Student,Forrest Gump
40,Deborah McTeer,Woman with Child on Park Bench,Forrest Gump
41,Mark Matheisen,Jenny's Date,Forrest Gump
42,Al Harrington,Local Anchor #1,Forrest Gump
43,Jed Gillin,President Kennedy,Forrest Gump
44,Bob Harks,University Dean,Forrest Gump
45,Don Fischer,Army Recruiter,Forrest Gump
46,Kenneth Bevington,Army Bus Driver,Forrest Gump
47,Michael Flannery,Bus Recruit,Forrest Gump
48,Gary Robinson,Bus Recruit,Forrest Gump
49,Mykelti Williamson,Bubba Blue,Forrest Gump
50,Marlena Smalls,Bubba's Mother,Forrest Gump
51,Kitty K. Green,Bubba's Great Grandmother,Forrest Gump
52,Afemo Omilami,Drill Sergeant,Forrest Gump
53,Matt Wallace,Barracks Recruit,Forrest Gump
54,Danté McCarthy,Topless Girl,Forrest Gump
55,Paulie DiCocco,Emcee,Forrest Gump
56,Mike Jolly,Club Patron,Forrest Gump
57,Michael Kemmerling,Club Patron,Forrest Gump
58,John Voldstad,Club Patron,Forrest Gump
59,Jeffrey Winner,Club Patron,Forrest Gump
60,Russ Wilson,Pick-up Truck Driver,Forrest Gump
61,Daniel J. Gillooly,Helicopter Gunman,Forrest Gump
62,Gary Sinise,Lieutenant Dan Taylor,Forrest Gump
63,Calvin Gadsden,Sergeant Sims,Forrest Gump
64,Aaron Izbicki,Dallas,Forrest Gump
65,Michael Burgess,Cleveland,Forrest Gump
66,Steven Griffith,Tex,Forrest Gump
67,Bill Roberson,Fat Man at Bench,Forrest Gump
68,Michael McFall,Army Hospital Male Nurse,Forrest Gump
69,Eric Underwood,Mail Call Soldier,Forrest Gump
70,Steve DeRelian,Wounded Soldier,Forrest Gump
71,Byron Minns,Wounded Soldier,Forrest Gump
72,Stephen Bridgewater,Hospital Officer,Forrest Gump
73,Bonnie Ann Burgess,Army Nurse,Forrest Gump
74,Scott Oliver,National Correspondent #1,Forrest Gump
75,John William Galt,President Johnson,Forrest Gump
76,Hilary Chaplain,Hilary,Forrest Gump
77,Isabel Rose,Isabel,Forrest Gump
78,Jay Ross,Veteran at War Rally,Forrest Gump
79,Richard D'Alessandro,Abbie Hoffman,Forrest Gump
80,Dick Stilwell,Policeman at War Rally,Forrest Gump
81,Kevin Davis,Black Panther,Forrest Gump
82,Michael Jace,Black Panther,Forrest Gump
83,Geoffrey Blake,Wesley,Forrest Gump
84,Tim Perry,Hippie at Commune,Forrest Gump
85,Vanessa Roth,Hollywood Boulevard Girlfriend,Forrest Gump
86,Emily Carey,Hollywood Boulevard Girlfriend,Forrest Gump
87,Paul Raczkowski,Man in VW Bug,Forrest Gump
88,Valentine,Chinese Ping Pong Player,Forrest Gump
89,Dick Cavett,Dick Cavett,Forrest Gump
90,Joe Stefanelli,John Lennon,Forrest Gump
91,Tiffany Salerno,Carla,Forrest Gump
92,Marla Sucharetza,Lenore,Forrest Gump
93,Aloysius Gigl,Musician Boyfriend,Forrest Gump
94,Jack Bowden,National Correspondent #4,Forrest Gump
95,Joe Alaskey,President Nixon,Forrest Gump
96,Lazarus Jackson,Discharge Officer,Forrest Gump
97,W. Benson Terry,Stanley Loomis,Forrest Gump
98,Matt Rebenkoff,Drugged Out Boyfriend,Forrest Gump
99,Peter Bannon,Local Correspondent #2,Forrest Gump
100,The Hallelujah Singers of Beaufort South Carolina,Church Choir,Forrest Gump
101,Joe Washington,Local Anchor #2,Forrest Gump
102,Nora Dunfee,Elderly Southern Woman,Forrest Gump
103,Natalie Hendrix,Local Anchor #3,Forrest Gump
104,Hallie D'Amore,Waitress in Cafe,Forrest Gump
105,Chiffonye Cobb,Hannibal Reporter,Forrest Gump
106,Juan Singleton,Hannibal Reporter,Forrest Gump
107,Bobby Richardson,Hannibal Reporter,Forrest Gump
108,Michael Mattison,Taxi Driver,Forrest Gump
109,Lenny Herb,Young Man Running,Forrest Gump
110,Charles Boswell,Aging Hippie,Forrest Gump
111,Timothy McNeil,Wild Eyed Man,Forrest Gump
112,Haley Joel Osment,Forrest Junior,Forrest Gump
113,Lonnie Hamilton,The Minister,Forrest Gump
114,Teresa Denton,Lieutenant Dan's Fiancée,Forrest Gump
115,Joe Abby,Protestor on Stage,Forrest Gump
116,Rob Adams,College Quarterback,Forrest Gump
117,Markus Alexander,Vietnam Veteran,Forrest Gump
118,Neil Armstrong,Himself - Stepping onto the Moon,Forrest Gump
119,Marcus Batton,Get The Bikes Bully,Forrest Gump
120,Keri-Anne Bilotta,Hippie,Forrest Gump
121,Jim Boeke,University of Alabama Assistant Football Coach,Forrest Gump
122,Arthur Bremer,Himself - Shooting George Wallace,Forrest Gump
123,Clint Calvert,Football Fan,Forrest Gump
124,Troy Christian,Cheerleader,Forrest Gump
125,Dick Clark,Himself - New Year's Eve,Forrest Gump
126,John Connally,Himself - with JFK in Dallas,Forrest Gump
127,Darren W. Conrad,Alabama Football Player,Forrest Gump
128,Jim Damron,CBS Correspondent Cooper,Forrest Gump
129,Ryan Duncan,Student Protester,Forrest Gump
130,James Ent,Alabama College Photographer #1,Forrest Gump
131,Gerald Ford,Himself - Assassination Attempt,Forrest Gump
132,Michael Garvey,Reporter,Forrest Gump
133,Leigh Goodoff,Drum Major,Forrest Gump
134,Christopher James Hall,Governor,Forrest Gump
135,Bryan Hanna,Football Coach,Forrest Gump
136,Ellsworth Hanna,The Honeymooners,Forrest Gump
137,Jeanne Hanna,The Honeymooners,Forrest Gump
138,Zach Hanner,Barracks Recruit,Forrest Gump
139,John Glenn Harding,Wounded Soldier,Forrest Gump
140,Bob Hope,Himself - in Vietnam,Forrest Gump
141,Russ Isles,Bus Scene,Forrest Gump
142,Lyndon Baines Johnson,Himself,Forrest Gump
143,Jim Keller,Hippie at Commune,Forrest Gump
144,John F. Kennedy,Himself,Forrest Gump
145,Robert F. Kennedy,Himself - after 1968 California Primary,Forrest Gump
146,Aaron Michael Lacey,National Guardsman,Forrest Gump
147,John Lennon,Himself,Forrest Gump
148,Andrew Lepper,Civil Rights Marcher,Forrest Gump
149,Jacqueline Lovell,Football Fan,Forrest Gump
150,Richard Nixon,Himself,Forrest Gump
151,Darrell O'Cook,Choir Member,Forrest Gump
152,Shawn Michael Perry,Extra,Forrest Gump
153,Elvis Presley,Himself,Forrest Gump
154,Ronald Reagan,Himself - Assassination Attempt,Forrest Gump
155,Mark A. Rich,VA in Hospital,Forrest Gump
156,Kurt Russell,Elvis Presley,Forrest Gump
157,Brendan Shanahan,Football Player,Forrest Gump
158,William Shipman,Black Panther,Forrest Gump
159,Robb Skyler,Nicholas Katzenbach,Forrest Gump
160,John-Michael Steele,Chancellor AL University,Forrest Gump
161,Mary Ellen Trainor,Jenny's Babysitter,Forrest Gump
162,USC Trojan Marching Band,Alabama Marching Band,Forrest Gump
163,George Wallace,Himself,Forrest Gump
164,Eric Alan Wendell,Student Protester,Forrest Gump
165,Zhuang Zedong,Himself - Chinese Ping Pong Player,Forrest Gump
0,Edgar L. Davenport,General Faversham,Four Feathers
1,Fuller Mellish,Lieutenant Sutch,Four Feathers
2,Ogden Childe,"Harry Faversham, age 14",Four Feathers
3,Howard Estabrook,Captain Harry Faversham,Four Feathers
4,Arthur Evers,Captain Jack Durrance,Four Feathers
5,George Moss,Mr. Eustace,Four Feathers
6,Irene Warfield,Ethne Eustace,Four Feathers
7,Hayward Mack,Undetermined Role,Four Feathers
0,Sammi Davis,Jezebel,Four Rooms
1,Amanda De Cadenet,Diana,Four Rooms
2,Valeria Golino,Athena,Four Rooms
3,Madonna,Elspeth,Four Rooms
4,Ione Skye,Eva,Four Rooms
5,Lili Taylor,Raven,Four Rooms
6,Alicia Witt,Kiva,Four Rooms
7,Jennifer Beals,Angela,Four Rooms
8,David Proval,Sigfried,Four Rooms
9,Antonio Banderas,Man,Four Rooms
10,Lana McKissack,Sarah,Four Rooms
11,Patricia Vonne,Corpse,Four Rooms
12,Tamlyn Tomita,Wife,Four Rooms
13,Danny Verduzco,Juancho,Four Rooms
14,Salma Hayek,TV Dancing Girl,Four Rooms
15,Paul Calderon,Norman,Four Rooms
16,Quentin Tarantino,Chester,Four Rooms
17,Lawrence Bender,Long Hair Yuppie Scum,Four Rooms
18,Kathy Griffin,Betty,Four Rooms
19,Quinn Hellerman,Baby Bellhop,Four Rooms
20,Marc Lawrence,Sam the Bellhop,Four Rooms
21,Unruly Julie McClean,Left Redhead,Four Rooms
22,Laura Rush,Right Redhead,Four Rooms
23,Paul Skemp,Real Theodore,Four Rooms
24,Marisa Tomei,Margaret,Four Rooms
25,Tim Roth,Ted the Bellhop,Four Rooms
26,Monica Lee Bellais,Margaret's Stoner Friend,Four Rooms
27,Kimberly Blair,Hooker,Four Rooms
28,Bruce Willis,Leo,Four Rooms
0,Steve Carell,John du Pont,Foxcatcher
1,Channing Tatum,Mark Schultz,Foxcatcher
2,Mark Ruffalo,David Schultz,Foxcatcher
3,Sienna Miller,Nancy Schultz,Foxcatcher
4,Vanessa Redgrave,Jean du Pont,Foxcatcher
5,Anthony Michael Hall,Jack,Foxcatcher
6,Guy Boyd,Henry Beck,Foxcatcher
7,Brett Rice,Fred Cole,Foxcatcher
8,Jackson Frazer,Alexander Schultz,Foxcatcher
9,Samara Lee,Danielle Schultz,Foxcatcher
10,Francis J. Murphy III,Wayne Kendall,Foxcatcher
11,Jane Mowder,Rosie,Foxcatcher
12,David 'Doc' Bennett,Documentary Director,Foxcatcher
13,Lee Perkins,Corporal,Foxcatcher
14,Robert Haramia,Banquet Guest,Foxcatcher
15,Daniel Hilt,Roberto Garcia,Foxcatcher
16,Bryan Cook,Ben Langer,Foxcatcher
17,David Zabriskie,Dan Bane,Foxcatcher
18,Zach Rey,Foxcatcher Wrestler #1,Foxcatcher
19,Reece Humphrey,Foxcatcher Wrestler #2,Foxcatcher
20,J.D. Bergman,Foxcatcher Wrestler #3,Foxcatcher
21,Corey Jantzen,Foxcatcher Wrestler #4,Foxcatcher
22,Frederick Feeney,Seoul Referee,Foxcatcher
23,Mark Schultz,Weigh-in Official #1,Foxcatcher
24,Lee Kemp,Weigh-in Official #2,Foxcatcher
25,Jake Herbert,Mark's Opponent at Trials,Foxcatcher
26,Donald Modrick,Front Gate Guard,Foxcatcher
27,Gabrielle Burton,School Secretary,Foxcatcher
28,Kevin Cooke,Photographer,Foxcatcher
29,Richard E. Chapla Jr.,Broiler Hut Cashier,Foxcatcher
30,Bill Ehrin,Broiler Hut Patron,Foxcatcher
31,Roger Callard,Helicopter Pilot,Foxcatcher
32,Dan Anders,General,Foxcatcher
33,Barry Vlanich,D.C. Partygoer,Foxcatcher
34,Sam Brehm,Hank Church,Foxcatcher
35,Stan Dziedzic,USA Wrestling Rep #1,Foxcatcher
36,David Miller,USA Wrestling Rep #2,Foxcatcher
37,Bruce Baumgartner,USA Wrestling Rep #3,Foxcatcher
38,Joe Russo,Olympic Trials Referee,Foxcatcher
39,Ken Williams,Coach Ken,Foxcatcher
40,Gene Mills,Worlds Referee,Foxcatcher
41,John C. Baxter,Worlds Announcer,Foxcatcher
42,Rick Steigerwald,Wexler Trainer,Foxcatcher
43,Mark Snider,MMA Referee,Foxcatcher
44,Jazz Securo,MMA Announcer,Foxcatcher
45,Corey Walker,MMA Backstage Official,Foxcatcher
46,Alan Oppenheimer,Du Pont Dynasty Narrator,Foxcatcher
47,Eberley Adams,Spectator,Foxcatcher
48,Nicholas Augusta,Wrestler,Foxcatcher
49,Apollo Bacala,Group A Olympic Fan,Foxcatcher
50,Jason Baker,Spectator,Foxcatcher
51,Gabriel F. Bellotti,Russian Wrestler,Foxcatcher
52,Greg Black,Dinner Guest,Foxcatcher
53,Matt Black,Spectator,Foxcatcher
54,Jeff Blatnick,Ufc commentator,Foxcatcher
55,Todd Bobenrieth,World Security,Foxcatcher
56,Todd Bobenrieth,Trainer,Foxcatcher
57,Todd Bobenrieth,American Fan,Foxcatcher
58,Troy Bogdan,Airport,Foxcatcher
59,Troy Bogdan,Fan,Foxcatcher
60,Troy Bogdan,Usher,Foxcatcher
61,Neil Booker,USA Olympic Wrestler,Foxcatcher
62,Kim Bordwine,Fight Fan,Foxcatcher
63,Robert Braund,Ballroom extra,Foxcatcher
64,Brian Briggs,World Wrestling Organization,Foxcatcher
65,Brian Briggs,event staff,Foxcatcher
66,Jake Brinskele,Wrestler,Foxcatcher
67,Gregory Bromfield,Olympics Crowd Goer,Foxcatcher
68,Rick Burk,Helicopter officer,Foxcatcher
69,Serina Burkhart,Olympic Wrestling Judge,Foxcatcher
70,Patrick Cannon,Collegiate Wrestler,Foxcatcher
71,Norman Cardaro,Wrestling Fan,Foxcatcher
72,Anthony Cherby,Spectator,Foxcatcher
73,Mitch Cleaver,Spectator,Foxcatcher
74,Patrick Conner,Banquet Patron,Foxcatcher
75,Patrick Conner,Olympics Judge,Foxcatcher
76,Lou Consolo,Fight manager,Foxcatcher
77,John Dannug,Ringside MMA Match Spectator,Foxcatcher
78,Mark Falvo,Olympic Judge,Foxcatcher
79,Mark Falvo,USA National Wrestling VIP,Foxcatcher
80,Mark Falvo,International Wrestling Judge,Foxcatcher
81,Mark Falvo,MMA Spectator,Foxcatcher
82,Susan Feldbusch,Gala Guest,Foxcatcher
83,Joe Fishel,UFC,Foxcatcher
84,Joe Fishel,MMA Trainer,Foxcatcher
85,Jim Fitzgerald,Gala Guest,Foxcatcher
86,Jim Fitzgerald,U.S. Wrestling Judge,Foxcatcher
87,Eric Frank,Fight Fan,Foxcatcher
88,Patty Fromm,Gala Guest,Foxcatcher
89,Krista Graham,Candy,Foxcatcher
90,Vito Grassi,Trainer,Foxcatcher
91,Brian Green,Referee,Foxcatcher
92,Richard Guesman,Gala Guest,Foxcatcher
93,Richard Guesman,Wrestling Official,Foxcatcher
94,Richard Guesman,Cage Match Photographer,Foxcatcher
95,Ryan Gunnarson,USA wrestler,Foxcatcher
96,Wade Guthrie,Foxcatcher Wrestler,Foxcatcher
97,B.J. Halsall,Spectator,Foxcatcher
98,Shannon M. Hart,Dignitary,Foxcatcher
99,Paul Herrera,Himself,Foxcatcher
100,Stephen Hosac,French Hotel Guest,Foxcatcher
101,Stephen Hosac,Cameraman,Foxcatcher
102,James Howard,Dinner Guest,Foxcatcher
103,Linda Marie Howell,Spectator,Foxcatcher
104,Tracy Dee Howell,Doctor,Foxcatcher
105,Sherry Hudak,Wrestling Spectator,Foxcatcher
106,John W. Iwanonkiw,Russian Fighter Manager,Foxcatcher
107,Chris Jameson,Olympic Wrestler,Foxcatcher
108,Chris Jameson,Journalist,Foxcatcher
109,Jesse Jantzen,Jesse,Foxcatcher
110,Sam Juergens,Wrestling Coach,Foxcatcher
111,Christopher Kaczmarek,Gala Guest,Foxcatcher
112,Christopher Kaczmarek,Fan,Foxcatcher
113,William Kania,Wealthy Conservative Donor,Foxcatcher
114,Danny G. Kelly,Wrestling Referee,Foxcatcher
115,Bill Kennedy,Olympic Referee & MMA fan,Foxcatcher
116,Sharyn Kmieciak,Fundraiser Guest & Seoul Olympics Fan,Foxcatcher
117,Robert Kwiatkowski,SWAT Officer,Foxcatcher
118,Casey LaRocco,MMA Ring Doctor,Foxcatcher
119,Kris Leiter,Olympic Dignitary,Foxcatcher
120,Brock Lesnar,Wrestler in Background at Weigh-In,Foxcatcher
121,Austin J. Lewis,Trainer,Foxcatcher
122,Wayne Leya,Gala Guest,Foxcatcher
123,James Lloyd,Wrestling Fan,Foxcatcher
124,Scott Lockhart,WWO Official,Foxcatcher
125,Scott Lockhart,Gala Guest,Foxcatcher
126,Jordan LoNigro,Wrestling Match Attendee,Foxcatcher
127,Christine Magda,Seoul Olympics Spectator,Foxcatcher
128,Laurie Mann,Seoul Olympics Spectator,Foxcatcher
129,Barbie Marie,Spectator,Foxcatcher
130,Jojo Marko,Diner,Foxcatcher
131,Frank McAleavey,Olympic Mat Offical,Foxcatcher
132,Frank McAleavey,Referee,Foxcatcher
133,David Dale McCue,Newtown Township Police Officer,Foxcatcher
134,Tiffany Sander McKenzie,Gala Guest,Foxcatcher
135,F. Robert McMurray,Dinner Guest,Foxcatcher
136,Terri Middleton,Diner,Foxcatcher
137,Ernie Minera,Wrestling,Foxcatcher
138,Ernie Minera,Airport Passenger,Foxcatcher
139,Susan Moran,Fundraiser Guest,Foxcatcher
140,Paul Nandzik,Olympic Wrestling Judge,Foxcatcher
141,Phil Nardozzi,Dinner Guest,Foxcatcher
142,Jeffrey Neil,Reporter,Foxcatcher
143,Melinda Neyman,Olympic wrestling spectator,Foxcatcher
144,Holly Nicholson,Dupont Secretary & Event Spectator,Foxcatcher
145,Don Nowacki,Olympic Judge,Foxcatcher
146,Jackson Nunn,Spectator,Foxcatcher
147,Keith Otto,Olympic Committee Member,Foxcatcher
148,Michael Paradise,Usa Wrestler,Foxcatcher
